,Date,Distance (AUs),Declination,Brightness,% Illuminated,Costellation
2,3.0,0.002611875,-18.13501,6.2,11.844000000000001,  Cap
4,3.0,0.0026432390000000004,-7.2737,6.26,2.124,  Aqr
5,3.0,0.002656665,-1.38042,5.02,0.233,  Psc
7,3.0,0.002677563,9.4522,6.29,2.3819999999999997,  Psc
8,3.0,0.002683632,14.55149,6.36,6.199,  Ari
9,3.0,0.0026855159999999998,19.28333,6.21,11.61,  Ari
11,3.0,0.0026728629999999997,25.592270000000003,5.77,26.351999999999997,  Tau
12,4.0,0.002656941,27.34458,5.55,35.219,  Tau
14,4.0,0.002605787,26.441959999999998,5.12,54.678000000000004,  Gem
15,4.0,0.002572379,24.13306,4.91,64.666,  Cnc
18,4.0,0.002466167,9.28229,4.2,90.699,  Leo
20,4.0,0.002419862,-4.0149,3.6,99.445,  Vir
21,4.0,0.0024118489999999998,-10.50563,3.52,99.779,  Vir
22,4.0,0.002415301,-17.065929999999998,3.85,97.176,  Lib
23,4.0,0.002429593,-22.21145,4.16,91.809,  Lib
24,4.0,0.002452915,-26.07317,4.43,84.11200000000001,  Sco
25,4.0,0.002482674,-28.072309999999998,4.69,74.688,  Sgr
26,4.0,0.002515988,-28.14439,4.93,64.204,  Sgr
30,4.0,0.0026384679999999997,-14.19229,5.87,23.149,  Aqr
32,4.0,0.002676973,-3.07528,6.31,8.804,  Psc
33,4.0,0.00268985,2.37102,6.39,4.062,  Cet
37,4.0,0.0027024270000000003,22.09499,6.37,3.2969999999999997,  Tau
39,4.0,0.002682875,27.09375,6.18,13.338,  Tau
40,4.0,0.002665157,27.50187,5.96,20.533,  Gem
41,4.0,0.0026417579999999997,27.10088,5.72,28.926,  Gem
42,5.0,0.0026128189999999997,25.08439,5.5,38.288000000000004,  Cnc
43,5.0,0.0025790220000000003,21.5013,5.27,48.348,  Cnc
44,5.0,0.0025417070000000003,17.222260000000002,5.05,58.771,  Leo
46,5.0,0.0024654110000000003,5.43091,4.59,78.926,  Leo
47,5.0,0.002432325,-0.5915,4.34,87.52600000000001,  Vir
48,5.0,0.002406933,-7.511880000000001,4.05,94.279,  Vir
49,5.0,0.0023920729999999998,-14.27474,3.74,98.57,  Vir
51,5.0,0.0024000420000000002,-24.52178,3.77,98.285,  Sco
52,5.0,0.002422332,-27.41038,4.08,93.71700000000001,  Oph
53,5.0,0.0024541710000000002,-28.29559,4.37,86.705,  Sgr
55,5.0,0.002533666,-24.32227,4.86,67.88600000000001,  Cap
56,5.0,0.002574735,-20.28027,5.09,57.373000000000005,  Cap
58,5.0,0.002646545,-10.06223,5.54,36.787,  Aqr
60,5.0,0.0026954229999999997,1.18123,6.0,19.229,  Cet
61,5.0,0.00271021,6.53224,6.22,12.243,  Psc
62,5.0,0.002718885,12.10111,6.38,6.71,  Ari
63,5.0,0.002721955,16.58145,6.36,2.775,  Ari
65,5.0,0.0027133340000000004,24.22363,4.42,0.109,  Tau
66,5.0,0.002702378,26.35245,6.17,1.474,  Tau
67,5.0,0.0026872059999999997,27.34586,6.41,4.627,  Gem
69,5.0,0.00264413,25.35248,6.11,15.981,  Gem
71,5.0,0.002584455,18.35125,5.63,33.066,  Leo
72,5.0,0.002549542,13.33066,5.4,43.181999999999995,  Leo
73,6.0,0.002512826,7.44491,5.17,53.9,  Leo
78,6.0,0.0023863120000000002,-23.08184,3.86,97.429,  Lib
80,6.0,0.00240732,-28.29556,3.69,99.01,  Sgr
82,6.0,0.002472401,-25.48016,4.29,89.25200000000001,  Cap
84,6.0,0.002558991,-17.060779999999998,4.78,71.971,  Aqr
85,6.0,0.002601868,-11.370519999999999,5.0,62.016999999999996,  Aqr
86,6.0,0.002640667,-5.50554,5.21,51.876999999999995,  Aqr
87,6.0,0.0026734040000000003,-0.022000000000000002,5.43,41.95,  Psc
88,6.0,0.0026988470000000003,5.37234,5.65,32.558,  Psc
89,6.0,0.002716461,10.583739999999999,5.87,23.968000000000004,  Ari
90,6.0,0.002726293,15.52002,6.1,16.406,  Ari
91,6.0,0.002728832,20.07307,6.3,10.078,  Ari
96,6.0,0.002661343,25.512420000000002,6.35,2.612,  Gem
97,6.0,0.002637098,23.11378,6.39,6.621,  Cnc
98,6.0,0.002610395,19.22387,6.22,12.450999999999999,  Leo
99,6.0,0.002581553,14.352210000000001,5.99,19.963,  Leo
103,7.0,0.002458639,-9.55071,5.02,61.246,  Vir
105,7.0,0.002413571,-21.28531,4.52,82.05,  Lib
109,7.0,0.0024347039999999998,-27.064459999999997,3.62,99.48700000000001,  Sgr
114,7.0,0.002629269,-1.43103,4.89,67.238,  Psc
118,7.0,0.002723942,19.095570000000002,5.73,29.474,  Ari
119,7.0,0.002726785,22.48185,5.95,21.32,  Tau
120,7.0,0.0027217709999999996,25.28387,6.17,14.171,  Tau
121,7.0,0.002709944,27.004409999999996,6.35,8.257,  Tau
122,7.0,0.002692593,27.16255,6.41,3.8080000000000003,  Gem
123,7.0,0.002671095,26.11402,6.03,1.0390000000000001,  Gem
125,7.0,0.002620823,20.11417,6.11,1.244,  Cnc
128,7.0,0.002541255,4.070180000000001,6.08,16.808,  Vir
129,7.0,0.002515965,-2.12555,5.83,25.656,  Vir
131,7.0,0.002470329,-14.44103,5.32,46.94,  Vir
132,7.0,0.002451699,-20.15401,5.07,58.376999999999995,  Lib
133,7.0,0.0024375029999999997,-24.45338,4.83,69.532,  Sco
134,8.0,0.002429233,-27.47242,4.58,79.732,  Oph
135,8.0,0.00242832,-28.58595,4.32,88.324,  Sgr
136,8.0,0.002435833,-28.10176,4.04,94.74600000000001,  Sgr
137,8.0,0.0024521639999999997,-25.28155,3.74,98.61,  Cap
140,8.0,0.0025448,-10.00436,4.05,94.421,  Aqr
143,8.0,0.0026553009999999997,8.024560000000001,4.75,72.883,  Psc
145,8.0,0.0027049590000000003,18.04464,5.15,54.388999999999996,  Ari
147,8.0,0.002720953,24.56364,5.57,35.716,  Tau
148,8.0,0.002715654,26.47274,5.78,26.984,  Tau
149,8.0,0.002702381,27.23443,6.01,19.004,  Gem
150,8.0,0.002682443,26.40273,6.23,12.054,  Gem
151,8.0,0.002657508,24.370739999999998,6.39,6.428999999999999,  Cnc
152,8.0,0.002629447,21.18184,6.33,2.427,  Cnc
155,8.0,0.0025444129999999997,5.34315,6.35,2.7110000000000003,  Leo
156,8.0,0.002520389,-0.48127,6.36,7.347,  Vir
157,8.0,0.002499838,-7.17122,6.16,14.163,  Vir
159,8.0,0.002469899,-19.15305,5.62,33.09,  Lib
161,8.0,0.002455126,-27.233690000000003,5.12,55.797,  Sco
163,8.0,0.002457493,-28.5122,4.63,77.39,  Sgr
164,8.0,0.002466373,-26.4548,4.38,86.226,  Sgr
165,9.0,0.002480977,-23.03058,4.11,93.083,  Cap
167,9.0,0.002526943,-12.21521,3.55,99.721,  Aqr
169,9.0,0.0025888829999999997,0.021240000000000002,3.89,96.79899999999999,  Psc
170,9.0,0.002621465,6.05138,4.15,92.257,  Psc
171,9.0,0.002652162,11.43185,4.38,86.09700000000001,  Ari
172,9.0,0.0026787440000000003,16.445439999999998,4.59,78.671,  Ari
174,9.0,0.002712085,24.17437,4.99,61.331,  Tau
175,9.0,0.0027162859999999996,26.301309999999997,5.19,52.001000000000005,  Tau
176,9.0,0.00271146,27.293329999999997,5.39,42.586000000000006,  Gem
177,9.0,0.002697892,27.104740000000003,5.61,33.354,  Gem
178,9.0,0.002676519,25.32394,5.83,24.590999999999998,  Gem
179,9.0,0.002648878,22.38031,6.07,16.614,  Cnc
180,9.0,0.002617,18.334629999999997,6.28,9.783999999999999,  Leo
183,9.0,0.0025197410000000003,1.16169,2.34,0.013000000000000001,  Vir
184,9.0,0.002494179,-5.20381,6.13,1.4069999999999998,  Vir
187,9.0,0.0024550089999999998,-23.01071,5.95,20.276,  Lib
188,9.0,0.002454201,-26.49397,5.67,30.395,  Sco
189,9.0,0.002458322,-28.573159999999998,5.41,41.526,  Oph
190,9.0,0.002466518,-29.122559999999996,5.16,53.023,  Sgr
191,9.0,0.002478124,-27.35117,4.92,64.25,  Sgr
193,9.0,0.002510167,-19.45378,4.44,83.635,  Cap
195,10.0,0.0025530870000000003,-8.17375,3.93,96.105,  Aqr
196,10.0,0.002578023,-2.04379,3.64,99.13600000000001,  Psc
199,10.0,0.00265671,15.1328,3.96,95.473,  Ari
201,10.0,0.002697793,23.28133,4.42,84.243,  Tau
205,10.0,0.0026985140000000004,26.20039,5.22,49.872,  Gem
206,10.0,0.002677679,23.52071,5.43,40.289,  Cnc
209,10.0,0.002577952,10.04417,6.13,13.947000000000001,  Leo
210,10.0,0.002539831,3.5458199999999995,6.33,7.337000000000001,  Vir
211,10.0,0.002504012,-2.38597,6.31,2.613,  Vir
213,10.0,0.002450086,-15.40536,5.6,0.528,  Vir
214,10.0,0.0024357470000000003,-21.18477,6.36,3.633,  Lib
215,10.0,0.002430733,-25.43119,6.27,9.417,  Sco
216,10.0,0.002434459,-28.27461,6.02,17.504,  Oph
217,10.0,0.002445563,-29.15516,5.74,27.326999999999998,  Sgr
218,10.0,0.002462269,-28.060129999999997,5.47,38.225,  Sgr
224,10.0,0.002600427,2.2225099999999998,4.04,93.725,  Cet
225,10.0,0.00262331,8.164719999999999,3.79,97.714,  Psc
226,11.0,0.002645278,13.44576,3.51,99.725,  Ari
227,11.0,0.002665765,18.341829999999998,3.5,99.772,  Ari
228,11.0,0.002683942,22.32384,3.76,97.94200000000001,  Tau
229,11.0,0.002698743,25.28481,4.01,94.37299999999999,  Tau
230,11.0,0.0027089590000000004,27.1344,4.23,89.243,  Tau
233,11.0,0.0027007190000000003,24.46356,4.85,66.517,  Cnc
235,11.0,0.002656625,17.18211,5.25,47.476000000000006,  Leo
239,11.0,0.002505475,-6.21263,6.21,10.974,  Vir
242,11.0,0.002419071,-23.51053,4.64,0.149,  Lib
243,11.0,0.0024099079999999997,-27.225440000000003,6.24,2.1390000000000002,  Sco
247,11.0,0.00247206,-22.00413,5.55,33.98,  Cap
248,11.0,0.002501865,-16.54334,5.3,44.92,  Aqr
249,11.0,0.002532556,-11.0849,5.07,55.79,  Aqr
250,11.0,0.0025623729999999997,-5.04169,4.85,66.10300000000001,  Aqr
251,11.0,0.002590153,1.02414,4.63,75.469,  Cet
252,11.0,0.00261527,6.5839,4.41,83.586,  Psc
254,11.0,0.002656828,17.2933,3.95,95.209,  Ari
255,11.0,0.0026733209999999998,21.40456,3.7,98.435,  Tau
259,12.0,0.0027071290000000004,27.124340000000004,4.05,93.397,  Gem
261,12.0,0.0026967809999999997,22.27113,4.48,81.197,  Cnc
262,12.0,0.002682285,18.2934,4.68,73.195,  Leo
265,12.0,0.002599794,2.19073,5.31,44.242,  Vir
266,12.0,0.002562136,-3.5436099999999997,5.55,33.961999999999996,  Vir
267,12.0,0.002522615,-10.11518,5.8,24.073,  Vir
271,12.0,0.002407587,-28.1659,5.26,0.33399999999999996,  Oph
274,12.0,0.002429788,-23.253989999999998,6.2,10.823,  Cap
275,12.0,0.002456803,-18.302979999999998,5.95,19.090999999999998,  Cap
276,12.0,0.002489246,-12.44403,5.68,28.733,  Aqr
277,12.0,0.002524056,-6.34207,5.42,39.102,  Aqr
278,12.0,0.00255851,-0.19339,5.19,49.632,  Psc
281,12.0,0.0026420140000000003,16.32591,4.56,78.038,  Ari
285,12.0,0.002690104,27.474790000000002,3.66,98.78200000000001,  Tau
287,1.0,0.0026917559999999996,26.003439999999998,3.61,99.089,  Gem
288,1.0,0.0026876120000000002,23.15038,3.86,96.552,  Cnc
289,1.0,0.002679842,19.26499,4.09,92.28200000000001,  Leo
291,1.0,0.002651728,9.28524,4.53,79.01100000000001,  Leo
292,1.0,0.00263069,3.42325,4.74,70.36399999999999,  Vir
296,1.0,0.002509105,-19.46024,5.67,29.11,  Lib
299,1.0,0.00242974,-28.394270000000002,6.34,4.744,  Sgr
304,1.0,0.002482685,-8.45156,6.1,14.286,  Aqr
305,1.0,0.002516186,-2.17517,5.84,22.86,  Psc
306,1.0,0.002551025,4.0231900000000005,5.58,32.422,  Psc
308,1.0,0.002614085,15.2506,5.13,52.493,  Ari
309,1.0,0.002638552,20.04259,4.93,62.20399999999999,  Ari
311,1.0,0.002669257,26.273259999999997,4.52,79.484,  Tau
313,1.0,0.002677048,27.58277,4.1,92.335,  Aur
314,1.0,0.002674217,26.43435,3.86,96.579,  Gem
315,1.0,0.0026681390000000004,24.12445,3.61,99.131,  Cnc
316,1.0,0.002659618,20.34144,3.46,99.85600000000001,  Cnc
318,2.0,0.002637204,10.42285,3.93,95.54299999999999,  Leo
319,2.0,0.0026235790000000004,4.55178,4.17,90.536,  Leo
323,2.0,0.002549646,-18.37252,5.08,55.368,  Lib
324,2.0,0.00252701,-23.14584,5.31,44.39,  Lib
326,2.0,0.002483776,-28.2935,5.83,23.164,  Oph
327,2.0,0.002467043,-28.2604,6.11,14.14,  Sgr
329,2.0,0.0024534739999999998,-22.385,6.26,2.246,  Cap
332,2.0,0.00249574,-4.55547,6.35,4.2219999999999995,  Aqr
333,2.0,0.002523143,1.38034,6.25,9.755,  Psc
334,2.0,0.002553386,7.5624,6.02,17.035,  Psc
336,2.0,0.002611556,18.471239999999998,5.53,34.873000000000005,  Ari
337,2.0,0.002634831,22.55423,5.31,44.556000000000004,  Tau
340,2.0,0.002666022,28.195690000000003,4.71,72.59100000000001,  Aur
341,2.0,0.0026631579999999997,27.29162,4.5,80.669,  Gem
342,2.0,0.0026549090000000004,25.19479,4.29,87.67299999999999,  Cnc
344,2.0,0.00262776,17.352,3.81,97.391,  Leo
351,3.0,0.002535011,-22.30272,4.78,69.90100000000001,  Lib
352,3.0,0.0025255729999999997,-26.105729999999998,5.01,59.309,  Sco
354,3.0,0.002508535,-28.44088,5.49,36.989000000000004,  Sgr
355,3.0,0.00250209,-27.16416,5.76,26.412,  Sgr
357,3.0,0.002498585,-19.292579999999997,6.27,9.323,  Cap
361,3.0,0.002550359,5.26218,6.23,1.9669999999999999,  Psc
363,3.0,0.002597439,16.58129,6.2,11.890999999999998,  Ari
364,3.0,0.0026200810000000002,21.33336,5.97,19.227,  Ari
365,3.0,0.0026393009999999997,25.05377,5.73,27.631,  Tau
366,3.0,0.0026533290000000003,27.24525,5.51,36.745,  Tau
367,3.0,0.002660897,28.244529999999997,5.29,46.247,  Tau
368,3.0,0.002661355,28.024079999999998,5.09,55.841,  Gem
373,3.0,0.002578503,8.43551,4.0,94.78299999999999,  Leo
374,3.0,0.002555985,2.33374,3.73,98.45200000000001,  Vir
375,3.0,0.002535992,-3.51298,3.42,99.97200000000001,  Vir
376,3.0,0.002519976,-10.14033,3.64,99.124,  Vir
377,4.0,0.002508779,-16.13553,3.94,95.83,  Vir
384,4.0,0.002529436,-20.46303,5.7,29.318,  Cap
385,4.0,0.002538592,-15.294220000000001,5.97,19.767,  Aqr
388,4.0,0.002575195,3.11179,6.21,1.7530000000000001,  Psc
389,4.0,0.0025910160000000002,9.2008,4.07,0.075,  Psc
390,4.0,0.002608066,14.59175,5.72,0.625,  Ari
393,4.0,0.0026549670000000003,26.37455,6.15,13.85,  Tau
395,4.0,0.0026679000000000004,28.13598,5.7,29.613000000000003,  Aur
396,4.0,0.0026650259999999996,27.00078,5.48,38.714,  Gem
398,4.0,0.002638375,20.53408,5.06,57.95399999999999,  Cnc
399,4.0,0.002615568,16.191029999999998,4.86,67.507,  Leo
400,4.0,0.002588191,10.57329,4.65,76.568,  Leo
402,4.0,0.002528387,-1.20387,4.18,91.588,  Vir
404,4.0,0.0024788189999999997,-14.05565,3.6,99.459,  Vir
406,4.0,0.002456443,-24.26308,3.86,97.277,  Sco
407,5.0,0.002457561,-27.353640000000002,4.15,92.2,  Sco
409,5.0,0.002480611,-28.140309999999996,4.68,75.553,  Sgr
410,5.0,0.00249916,-25.44119,4.92,65.068,  Sgr
411,5.0,0.002519897,-21.44207,5.16,53.97,  Cap
412,5.0,0.002541241,-16.38516,5.4,42.863,  Aqr
413,5.0,0.00256206,-10.51046,5.64,32.288000000000004,  Aqr
414,5.0,0.002581706,-4.410830000000001,5.9,22.713,  Aqr
416,5.0,0.0026167670000000003,7.3849100000000005,6.35,8.0,  Psc
417,5.0,0.002632288,13.193829999999998,6.38,3.364,  Ari
418,5.0,0.0026465020000000002,18.22299,5.82,0.726,  Ari
421,5.0,0.0026777959999999996,27.3354,6.41,4.663,  Tau
423,5.0,0.002681484,27.174190000000003,6.11,15.864,  Gem
428,5.0,0.002588026,7.0716600000000005,5.01,61.165,  Leo
430,5.0,0.002518325,-5.184819999999999,4.57,80.139,  Vir
431,5.0,0.0024843000000000005,-11.38318,4.32,88.155,  Vir
432,5.0,0.002454798,-17.36484,4.05,94.45200000000001,  Lib
433,5.0,0.00243268,-22.47062,3.76,98.484,  Lib
434,5.0,0.002420169,-26.384690000000003,3.53,99.821,  Sco
436,5.0,0.002427451,-28.431079999999998,4.09,93.82700000000001,  Sgr
437,5.0,0.002445889,-26.404059999999998,4.37,86.905,  Sgr
439,6.0,0.00250185,-17.542820000000003,4.87,67.852,  Cap
440,6.0,0.002534068,-12.06589,5.1,57.026,  Aqr
441,6.0,0.00256592,-5.5612699999999995,5.33,46.145,  Aqr
443,6.0,0.002622127,6.241709999999999,5.81,26.141,  Psc
444,6.0,0.002644757,12.060839999999999,6.05,17.758,  Psc
446,6.0,0.0026780999999999997,21.31271,6.41,5.518,  Ari
448,6.0,0.0026964959999999996,27.000729999999997,5.24,0.295,  Tau
449,6.0,0.002700278,27.51499,5.55,0.461,  Tau
452,6.0,0.002686823,22.41515,6.25,11.485,  Cnc
453,6.0,0.00267246,18.46283,6.04,18.25,  Leo
454,6.0,0.00265246,14.02191,5.81,26.27,  Leo
457,6.0,0.00256079,-3.17033,5.14,55.464,  Vir
458,6.0,0.002523258,-9.2846,4.92,65.843,  Vir
461,6.0,0.002422545,-25.21119,4.17,92.175,  Sco
462,6.0,0.002403112,-28.14012,3.87,97.285,  Oph
464,6.0,0.0023992889999999998,-27.50307,3.7,98.96,  Sgr
465,6.0,0.002415562,-24.3352,4.01,95.318,  Cap
466,6.0,0.002442094,-19.443260000000002,4.3,89.065,  Cap
469,7.0,0.002554165,-1.08064,5.03,60.7,  Psc
471,7.0,0.0026265729999999997,10.59304,5.48,39.867,  Psc
476,7.0,0.002714815,27.40413,6.41,3.842,  Tau
478,7.0,0.002712875,25.58594,4.6,0.132,  Gem
479,7.0,0.0027053520000000003,23.18009,5.99,0.966,  Cnc
484,7.0,0.002603372,-1.48542,5.71,30.232,  Vir
486,7.0,0.002534795,-13.4839,5.24,50.571999999999996,  Vir
488,7.0,0.002462634,-24.025,4.78,71.995,  Lib
489,7.0,0.002431271,-27.30358,4.53,81.752,  Sco
490,7.0,0.002407017,-29.1411,4.26,89.976,  Oph
491,7.0,0.00239264,-28.525879999999997,3.97,95.995,  Sgr
492,7.0,0.002390127,-26.24108,3.65,99.273,  Sgr
494,7.0,0.00242228,-16.26139,3.91,96.792,  Aqr
496,7.0,0.002493127,-3.18162,4.46,83.93,  Psc
498,7.0,0.0025781370000000003,9.295919999999999,4.93,65.14399999999999,  Psc
500,8.0,0.002652914,19.48573,5.36,44.91,  Ari
502,8.0,0.0027025179999999997,26.115479999999998,5.8,26.398000000000003,  Tau
505,8.0,0.002722967,26.245209999999997,6.39,6.392,  Gem
506,8.0,0.002717394,23.58251,6.34,2.583,  Cnc
509,8.0,0.0026744259999999997,10.574110000000001,6.23,1.7280000000000002,  Leo
511,8.0,0.0026292520000000003,-0.33518000000000003,6.28,10.463,  Vir
512,8.0,0.002602544,-6.35503,6.06,17.465,  Vir
513,8.0,0.002573422,-12.31265,5.81,25.995,  Vir
515,8.0,0.002510414,-22.57307,5.32,46.485,  Lib
517,8.0,0.002449787,-29.033040000000003,4.84,68.69,  Oph
518,8.0,0.002425505,-29.292690000000004,4.6,78.992,  Sgr
519,8.0,0.0024085639999999998,-27.52376,4.33,87.84700000000001,  Sgr
520,8.0,0.00240122,-24.19192,4.04,94.589,  Cap
521,8.0,0.002404993,-19.110970000000002,3.72,98.697,  Cap
523,8.0,0.002446212,-6.11088,3.78,98.19,  Aqr
524,8.0,0.002480701,0.4155,4.08,93.87799999999999,  Psc
525,8.0,0.002520842,7.18116,4.34,87.429,  Psc
526,8.0,0.002563334,13.19275,4.58,79.39399999999999,  Ari
528,8.0,0.002642792,22.415789999999998,5.01,60.681000000000004,  Tau
530,9.0,0.0026990940000000004,27.260990000000003,5.43,41.273,  Tau
534,9.0,0.002715441,21.30007,6.29,9.825,  Cnc
535,9.0,0.002702198,17.18007,6.4,4.891,  Leo
536,9.0,0.002684309,12.202580000000001,6.18,1.5759999999999998,  Leo
537,9.0,0.0026630440000000003,6.48327,4.08,0.075,  Leo
538,9.0,0.0026395259999999997,0.5402899999999999,5.63,0.539,  Vir
539,9.0,0.0026146529999999998,-5.10364,6.36,3.053,  Vir
540,9.0,0.002589071,-11.1138,6.35,7.622000000000001,  Vir
541,9.0,0.002563218,-16.53095,6.15,14.152999999999999,  Vir
542,9.0,0.002537435,-21.56326,5.89,22.448,  Lib
543,9.0,0.0025121139999999998,-26.00164,5.63,32.205,  Sco
544,9.0,0.002487865,-28.41238,5.38,43.019,  Oph
550,9.0,0.0024372179999999997,-9.06498,3.81,97.744,  Aqr
551,9.0,0.002456829,-2.1335900000000003,3.48,99.885,  Psc
553,9.0,0.002519191,11.002,3.92,96.23299999999999,  Psc
554,9.0,0.002557493,16.40595,4.19,91.023,  Ari
555,9.0,0.002596766,21.22446,4.43,84.12899999999999,  Ari
557,9.0,0.002666857,27.053929999999998,4.86,67.083,  Tau
559,9.0,0.00271093,27.22362,5.26,48.225,  Gem
562,10.0,0.002711727,18.41159,5.9,21.68,  Cnc
563,10.0,0.0026960079999999997,13.572770000000002,6.13,14.343,  Leo
564,10.0,0.0026744340000000003,8.35417,6.32,8.222999999999999,  Leo
565,10.0,0.002648765,2.46379,6.37,3.616,  Leo
566,10.0,0.002620846,-3.18038,5.86,0.812,  Vir
568,10.0,0.002564961,-15.174539999999999,6.16,1.5390000000000001,  Vir
569,10.0,0.00253957,-20.37148,6.37,5.314,  Lib
570,10.0,0.0025169339999999998,-25.00591,6.22,11.315999999999999,  Lib
571,10.0,0.0024973870000000002,-28.05205,5.97,19.327,  Sco
572,10.0,0.002481042,-29.2934,5.7,28.99,  Sgr
574,10.0,0.002458374,-26.415129999999998,5.18,51.272,  Sgr
577,10.0,0.002455723,-11.18479,4.45,82.98200000000001,  Aqr
578,10.0,0.002465954,-4.39572,4.19,90.69200000000001,  Aqr
579,10.0,0.002482596,2.0602400000000003,3.91,96.204,  Psc
581,10.0,0.002533769,14.36554,3.45,99.906,  Ari
582,10.0,0.002565963,19.44323,3.75,98.182,  Ari
584,10.0,0.0026336109999999997,26.285840000000004,4.26,88.81200000000001,  Tau
586,10.0,0.0026898000000000004,27.41371,4.68,73.848,  Gem
587,10.0,0.002708266,26.153570000000002,4.88,65.11,  Gem
588,10.0,0.0027183209999999997,23.38371,5.08,55.927,  Cnc
589,10.0,0.002719215,20.012,5.28,46.56100000000001,  Cnc
592,11.0,0.002669537,4.51302,5.93,20.014,  Leo
594,11.0,0.002606304,-7.100569999999999,6.34,6.704,  Vir
595,11.0,0.002572105,-13.09212,6.28,2.465,  Vir
596,11.0,0.002539421,-18.44179,5.28,0.335,  Lib
598,11.0,0.002486581,-27.06125,6.34,3.4160000000000004,  Sco
599,11.0,0.002468955,-29.02257,6.28,8.738,  Oph
602,11.0,0.0024528,-23.33015,5.5,36.473,  Cap
603,11.0,0.002457614,-18.35077,5.24,47.843999999999994,  Cap
604,11.0,0.00246635,-12.41315,5.0,59.229,  Aqr
605,11.0,0.002478573,-6.1548,4.76,70.01899999999999,  Aqr
606,11.0,0.002494085,0.21015999999999999,4.53,79.67399999999999,  Psc
607,11.0,0.002512825,6.50004,4.28,87.744,  Psc
609,11.0,0.002559474,18.140810000000002,3.76,97.93,  Ari
610,11.0,0.002586494,22.36052,3.49,99.766,  Tau
611,11.0,0.00261476,25.45166,3.56,99.45200000000001,  Tau
614,11.0,0.002691747,26.49097,4.29,87.396,  Gem
616,11.0,0.002718953,21.10318,4.7,72.577,  Cnc
617,11.0,0.002720753,16.58309,4.89,63.902,  Leo
618,11.0,0.002713572,12.06296,5.09,54.707,  Leo
622,12.0,0.002603742,-10.492,5.98,18.125999999999998,  Vir
623,12.0,0.002564205,-16.2951,6.21,10.767999999999999,  Vir
624,12.0,0.002525106,-21.35258,6.35,5.019,  Lib
625,12.0,0.002489502,-25.40302,6.08,1.369,  Sco
626,12.0,0.0024601510000000003,-28.165229999999998,5.0,0.235,  Oph
630,12.0,0.002431967,-19.4344,5.86,22.186999999999998,  Cap
631,12.0,0.002445451,-13.55229,5.58,32.580999999999996,  Aqr
632,12.0,0.00246409,-7.3109,5.32,43.714,  Aqr
633,12.0,0.002486123,-0.54238,5.08,54.93899999999999,  Psc
635,12.0,0.002535007,11.41499,4.63,75.461,  Psc
636,12.0,0.00256019,17.0915,4.4,83.898,  Ari
638,12.0,0.002610022,25.09309,3.92,95.689,  Tau
640,12.0,0.002657005,28.003459999999997,3.46,99.839,  Tau
641,12.0,0.0026780059999999997,27.185209999999998,3.62,99.03200000000001,  Gem
643,12.0,0.002710089,22.11515,4.1,92.185,  Cnc
644,12.0,0.002718698,18.10356,4.32,86.48299999999999,  Leo
647,12.0,0.002701259,2.4045099999999997,4.92,62.645,  Leo
649,12.0,0.0026490940000000003,-8.51216,5.33,43.365,  Vir
651,12.0,0.002571687,-19.392960000000002,5.8,24.059,  Lib
653,1.0,0.002488092,-27.15571,6.28,8.258,  Sco
654,1.0,0.002452163,-28.47545,6.31,3.0810000000000004,  Oph
656,1.0,0.002407411,-25.48283,5.76,0.723,  Sgr
658,1.0,0.002408458,-15.48426,6.23,9.971,  Cap
660,1.0,0.002449072,-2.3212,5.69,28.029,  Psc
662,1.0,0.00251001,10.314960000000001,5.19,49.68600000000001,  Psc
665,1.0,0.002600829,24.42344,4.53,79.07,  Tau
666,1.0,0.002626227,27.08192,4.31,86.55,  Tau
667,1.0,0.002648593,28.10503,4.09,92.485,  Tau
672,1.0,0.002712402,14.42575,3.9,95.89,  Leo
676,1.0,0.0026790140000000004,-7.24326,4.76,69.693,  Vir
678,1.0,0.002622606,-18.10397,5.18,50.333999999999996,  Vir
681,1.0,0.00250484,-28.243059999999996,5.92,20.162,  Oph
682,1.0,0.00246647,-28.46282,6.18,11.77,  Sgr
683,2.0,0.0024340489999999998,-27.09055,6.35,5.257999999999999,  Sgr
686,2.0,0.002399619,-12.05532,6.23,2.06,  Aqr
687,2.0,0.002412371,-5.10335,6.32,6.867000000000001,  Aqr
688,2.0,0.002435363,1.51586,6.11,14.069,  Psc
689,2.0,0.002465834,8.36594,5.84,23.031999999999996,  Psc
691,2.0,0.002536699,19.5748,5.33,43.601000000000006,  Ari
694,2.0,0.0026303909999999997,28.1654,4.69,73.26899999999999,  Tau
695,2.0,0.002652757,28.151229999999998,4.48,81.41199999999999,  Aur
696,2.0,0.002670164,26.5109,4.26,88.277,  Gem
697,2.0,0.002682887,24.13103,4.04,93.685,  Cnc
698,2.0,0.002691352,20.3248,3.8,97.48899999999999,  Cnc
699,2.0,0.002695972,16.02485,3.54,99.57600000000001,  Leo
704,2.0,0.002664029,-11.474860000000001,4.42,83.439,  Vir
705,2.0,0.0026448509999999997,-17.04382,4.64,75.422,  Vir
706,2.0,0.002620847,-21.442870000000003,4.85,66.215,  Lib
707,2.0,0.00259235,-25.29267,5.07,56.102,  Sco
709,2.0,0.002526215,-28.545640000000002,5.54,34.68,  Sgr
710,2.0,0.002492425,-28.0202,5.81,24.362,  Sgr
711,3.0,0.002461676,-25.17416,6.09,15.119000000000002,  Sgr
