,Date,Distance (AUs),Declination,Brightness,% Illuminated,Costellation
66574,6.0,0.002545369,2.54175,5.31,47.562,  Vir
66575,6.0,0.00258283,-2.05386,5.09,58.016999999999996,  Vir
66576,6.0,0.002616757,-6.54173,4.87,67.84100000000001,  Vir
66579,7.0,0.0026886759999999997,-18.362779999999997,4.23,90.72200000000001,  Sco
66580,7.0,0.00270215,-21.07225,4.0,95.488,  Oph
66581,7.0,0.002710717,-22.440910000000002,3.75,98.589,  Sgr
66582,7.0,0.002714636,-23.21375,3.48,99.939,  Sgr
66584,7.0,0.002708946,-21.3243,3.88,97.251,  Cap
66586,7.0,0.002684401,-16.00357,4.35,87.602,  Aqr
66590,7.0,0.002574923,2.07036,5.22,51.865,  Cet
66591,7.0,0.002537927,7.083260000000001,5.45,41.05,  Cet
66593,7.0,0.002464766,16.08399,5.98,20.302,  Tau
66594,7.0,0.002434379,19.270770000000002,6.25,11.642999999999999,  Tau
66595,7.0,0.002412188,21.28536,6.41,5.034,  Ori
66598,7.0,0.002414102,18.0743,6.29,2.066,  Cnc
66600,7.0,0.002469662,9.3856,6.18,13.862,  Leo
66601,7.0,0.002506771,4.36104,5.91,22.526999999999997,  Vir
66602,7.0,0.00254575,-0.32269000000000003,5.66,32.211,  Vir
66603,7.0,0.002583595,-5.32107,5.42,42.364,  Vir
66604,7.0,0.002617874,-10.11303,5.2,52.526,  Lib
66605,7.0,0.00264686,-14.20599,4.99,62.325,  Lib
66606,7.0,0.0026695459999999996,-17.522070000000003,4.79,71.46,  Sco
66607,7.0,0.0026855679999999997,-20.37511,4.59,79.67699999999999,  Oph
66608,8.0,0.002695087,-22.30317,4.38,86.75299999999999,  Oph
66609,8.0,0.002698639,-23.24421,4.15,92.486,  Sgr
66611,8.0,0.002690891,-22.06511,3.66,99.206,  Cap
66614,8.0,0.002652652,-13.0729,3.99,95.58200000000001,  Aqr
66615,8.0,0.002634461,-8.45071,4.23,90.58,  Aqr
66616,8.0,0.002613754,-3.58305,4.47,83.81299999999999,  Psc
66618,8.0,0.00256529,6.00485,4.91,65.82300000000001,  Psc
66620,8.0,0.002511018,15.0413,5.38,44.13,  Tau
66623,8.0,0.0024438710000000002,21.56257,6.18,13.607000000000001,  Gem
66625,8.0,0.0024328089999999998,19.1926,6.26,1.896,  Cnc
66628,8.0,0.002487025,6.34434,6.41,4.739,  Vir
66633,8.0,0.0026480490000000004,-16.595110000000002,5.33,46.076,  Lib
66634,8.0,0.002668396,-20.02404,5.12,55.77,  Oph
66636,8.0,0.002686782,-23.25431,4.72,73.854,  Sgr
66638,8.0,0.0026772740000000003,-22.44023,4.3,88.48100000000001,  Sgr
66639,9.0,0.0026644959999999997,-20.49588,4.07,93.867,  Cap
66641,9.0,0.0026297259999999998,-14.1824,3.58,99.575,  Aqr
66642,9.0,0.002610356,-9.57565,3.6,99.49700000000001,  Aqr
66645,9.0,0.002554617,5.03146,4.36,86.618,  Psc
66646,9.0,0.002537923,9.573789999999999,4.6,78.449,  Cet
66647,9.0,0.002522271,14.23061,4.83,68.794,  Tau
66649,9.0,0.002494806,20.39079,5.3,46.825,  Tau
66650,9.0,0.002484066,21.5806,5.56,35.606,  Gem
66652,9.0,0.002473526,20.143320000000003,6.1,15.76,  Cnc
66654,9.0,0.0024849620000000003,13.183689999999999,6.36,3.1310000000000002,  Leo
66655,9.0,0.00250042,8.325439999999999,5.55,0.47700000000000004,  Leo
66656,9.0,0.0025218610000000002,3.21598,5.43,0.39899999999999997,  Vir
66657,9.0,0.002547949,-1.55141,6.34,2.7539999999999996,  Vir
66658,9.0,0.002576725,-7.022060000000001,6.35,7.247999999999999,  Vir
66660,9.0,0.0026329490000000003,-15.5334,5.93,21.108,  Lib
66663,9.0,0.002681802,-23.222160000000002,5.26,48.31,  Sgr
66667,9.0,0.002642955,-19.15035,4.45,83.446,  Cap
66670,10.0,0.002566639,-6.4747900000000005,3.72,98.55799999999999,  Aqr
66672,10.0,0.002521671,3.4126199999999995,3.72,98.586,  Psc
66673,10.0,0.002505528,8.51511,3.99,95.023,  Cet
66676,10.0,0.002486083,20.28444,4.75,71.601,  Tau
66677,10.0,0.002487623,22.05201,4.99,60.869,  Gem
66678,10.0,0.002492012,22.15247,5.23,49.583999999999996,  Gem
66679,10.0,0.0024987779999999997,20.5841,5.47,38.353,  Cnc
66680,10.0,0.002507751,18.22516,5.73,27.768,  Cnc
66684,10.0,0.002568522,-0.02302,6.11,1.36,  Vir
66685,10.0,0.002589855,-5.13558,4.51,0.126,  Vir
66690,10.0,0.00268481,-23.07572,5.86,22.833000000000002,  Oph
66691,10.0,0.002690113,-24.03063,5.64,31.269000000000002,  Sgr
66692,10.0,0.0026877409999999996,-23.543020000000002,5.42,40.338,  Sgr
66696,10.0,0.002602585,-13.28065,4.6,77.497,  Aqr
66697,10.0,0.002568558,-8.52032,4.37,85.429,  Aqr
66698,10.0,0.002534002,-3.45514,4.13,92.031,  Psc
66701,11.0,0.002454817,12.09183,3.56,99.49799999999999,  Ari
66702,11.0,0.002443693,16.36161,3.85,96.855,  Tau
66704,11.0,0.002448057,22.05487,4.41,84.015,  Ori
66705,11.0,0.002461486,22.385279999999998,4.66,74.625,  Gem
66706,11.0,0.0024800729999999997,21.39535,4.9,64.02600000000001,  Cnc
66708,11.0,0.002525245,15.48274,5.38,41.733999999999995,  Leo
66709,11.0,0.002548888,11.29193,5.63,31.199,  Leo
66713,11.0,0.0026355159999999996,-8.35419,6.32,2.94,  Vir
66714,11.0,0.002654249,-13.09137,5.6,0.537,  Lib
66715,11.0,0.002671243,-17.07265,4.64,0.15,  Lib
66716,11.0,0.002685806,-20.20005,6.17,1.702,  Oph
66718,11.0,0.0027036670000000003,-23.56016,6.24,10.019,  Sgr
66719,11.0,0.002704683,-24.100379999999998,6.04,16.387999999999998,  Sgr
66720,11.0,0.002699,-23.202679999999997,5.81,23.938000000000002,  Sgr
66721,11.0,0.0026858740000000004,-21.300710000000002,5.59,32.443000000000005,  Cap
66722,11.0,0.0026650209999999996,-18.440920000000002,5.37,41.668,  Cap
66723,11.0,0.002636757,-15.08576,5.16,51.36,  Aqr
66724,11.0,0.002602112,-10.51503,4.95,61.233000000000004,  Aqr
66726,11.0,0.0025216179999999998,-0.46378,4.51,80.05199999999999,  Cet
66730,12.0,0.002401274,18.53438,3.42,99.932,  Tau
66733,12.0,0.002423132,22.215239999999998,4.3,87.042,  Gem
66734,12.0,0.002450801,20.18293,4.56,78.107,  Cnc
66735,12.0,0.002484304,16.58332,4.81,67.865,  Leo
66736,12.0,0.0025206160000000003,12.43324,5.04,56.988,  Leo
66737,12.0,0.002557066,7.540760000000001,5.27,46.077,  Leo
66745,12.0,0.0027216709999999997,-23.342879999999997,5.12,0.27699999999999997,  Sgr
66746,12.0,0.002723202,-24.081,6.24,2.153,  Sgr
66747,12.0,0.002719792,-23.38065,6.34,5.726,  Sgr
66748,12.0,0.0027108379999999997,-22.062820000000002,6.2,10.872,  Cap
66749,12.0,0.0026957390000000004,-19.381610000000002,6.0,17.436,  Cap
66754,12.0,0.002527728,2.26096,4.88,64.281,  Cet
66757,12.0,0.002407146,17.12053,4.14,91.311,  Tau
66759,12.0,0.002369636,22.38397,3.49,99.714,  Gem
66760,12.0,0.002371679,22.561510000000002,3.55,99.48700000000001,  Gem
66761,1.0,0.002387971,21.2831,3.88,96.20100000000001,  Cnc
66762,1.0,0.002416713,18.28371,4.18,90.195,  Leo
66765,1.0,0.00254439,4.14058,4.93,62.09,  Vir
66766,1.0,0.0025888079999999997,-1.0204600000000001,5.15,51.525,  Vir
66767,1.0,0.00262935,-6.072,5.37,41.238,  Vir
66768,1.0,0.0026642859999999997,-10.50416,5.6,31.596999999999998,  Lib
66769,1.0,0.0026926529999999997,-15.02466,5.83,22.891,  Lib
66771,1.0,0.0027288440000000002,-21.19165,6.25,9.164,  Oph
66772,1.0,0.002737222,-23.08323,6.34,4.485,  Sgr
66773,1.0,0.002739782,-23.57274,6.1,1.4340000000000002,  Sgr
66774,1.0,0.002737005,-23.43283,4.25,0.096,  Sgr
66780,1.0,0.002616722,-4.08138,5.71,27.534000000000002,  Psc
66782,1.0,0.00253944,6.03333,5.24,47.338,  Psc
66784,1.0,0.002456189,15.3729,4.78,68.872,  Tau
66785,1.0,0.002418898,19.2536,4.54,79.012,  Tau
66786,1.0,0.0023890170000000002,22.03504,4.27,87.84299999999999,  Tau
66787,1.0,0.002369887,23.10142,3.98,94.645,  Gem
66788,1.0,0.002364091,22.31467,3.66,98.79899999999999,  Gem
66789,1.0,0.002372863,20.1023,3.43,99.92,  Cnc
66790,1.0,0.002395754,16.22532,3.75,97.963,  Leo
66791,1.0,0.002430678,11.350010000000001,4.05,93.213,  Leo
66792,2.0,0.002474324,6.1349800000000005,4.33,86.205,  Vir
66793,2.0,0.002522771,0.42578999999999995,4.58,77.581,  Vir
66797,2.0,0.0026944779999999997,-17.49566,5.45,38.248000000000005,  Lib
66798,2.0,0.002720422,-20.4609,5.67,29.236,  Oph
66800,2.0,0.002746633,-23.49308,6.11,14.048,  Sgr
66803,2.0,0.002730261,-20.45352,6.02,1.169,  Cap
66804,2.0,0.00271355,-17.5042,4.6,0.14300000000000002,  Cap
66805,2.0,0.002692627,-14.10029,5.91,0.9329999999999999,  Aqr
66806,2.0,0.002668098,-9.52383,6.34,3.5810000000000004,  Aqr
66807,2.0,0.0026403990000000003,-5.08162,6.29,8.074,  Psc
66809,2.0,0.002576888,4.58566,5.86,22.213,  Psc
66810,2.0,0.002542028,9.57598,5.62,31.489,  Cet
66811,2.0,0.002506239,14.350660000000001,5.37,41.853,  Ari
66813,2.0,0.002438268,21.31186,4.9,64.107,  Tau
66814,2.0,0.0024106089999999998,23.10207,4.65,74.854,  Gem
66817,2.0,0.002383821,18.25124,3.81,97.369,  Leo
66819,2.0,0.002426915,8.42342,3.62,99.141,  Leo
66822,3.0,0.002557005,-7.5942,4.45,82.781,  Vir
66828,3.0,0.002746091,-24.03094,5.72,27.799,  Sgr
66829,3.0,0.0027472290000000003,-23.1509,5.94,19.93,  Sgr
66830,3.0,0.002739788,-21.270960000000002,6.15,13.077,  Cap
66832,3.0,0.00270412,-15.12413,6.34,3.315,  Aqr
66833,3.0,0.0026788,-11.01096,5.87,0.846,  Aqr
66835,3.0,0.0026202720000000003,-1.16297,6.18,1.652,  Cet
66836,3.0,0.002589381,3.5419,6.37,5.129,  Psc
66837,3.0,0.002558566,9.001430000000001,6.24,10.649000000000001,  Cet
66840,3.0,0.0024729929999999997,21.08411,5.49,37.575,  Tau
66841,3.0,0.002449251,23.08335,5.24,48.806999999999995,  Tau
66842,3.0,0.002429738,23.39595,4.99,60.298,  Gem
66844,3.0,0.002409563,19.582079999999998,4.5,81.414,  Cnc
66845,3.0,0.002411944,16.01066,4.23,89.696,  Leo
66846,3.0,0.002424014,11.04018,3.95,95.7,  Leo
66847,3.0,0.002445847,5.3026800000000005,3.65,99.086,  Vir
66849,3.0,0.002514181,-5.55255,3.79,97.82799999999999,  Vir
66851,4.0,0.002599559,-15.42102,4.31,87.594,  Lib
66852,4.0,0.00264118,-19.24296,4.54,80.15100000000001,  Sco
66854,4.0,0.002708344,-23.47348,4.95,62.706,  Sgr
66855,4.0,0.0027297909999999996,-24.21351,5.15,53.397,  Sgr
66856,4.0,0.002741517,-23.50469,5.35,44.081,  Sgr
66859,4.0,0.002718178,-16.30479,6.0,18.578,  Aqr
66860,4.0,0.0026939040000000004,-12.292069999999999,6.21,11.752,  Aqr
66862,4.0,0.002630785,-2.52564,6.3,2.35,  Cet
66863,4.0,0.0025960939999999997,2.21283,5.38,0.375,  Cet
66864,4.0,0.002561982,7.36291,5.65,0.562,  Psc
66865,4.0,0.0025301160000000002,12.362630000000001,6.35,3.063,  Ari
66866,4.0,0.0025017620000000003,17.031370000000003,6.33,7.904,  Tau
66867,4.0,0.0024777560000000002,20.37099,6.12,14.952,  Tau
66868,4.0,0.002458565,22.59039,5.85,23.915,  Tau
66869,4.0,0.0024444189999999998,23.53416,5.58,34.353,  Gem
66870,4.0,0.0024354629999999997,23.13306,5.32,45.706,  Gem
66874,4.0,0.002456654,7.312930000000001,4.33,87.39,  Vir
66876,4.0,0.002504429,-3.5213300000000003,3.78,98.11200000000001,  Vir
66877,4.0,0.00253637,-9.183539999999999,3.5,99.84700000000001,  Vir
66878,4.0,0.002571854,-14.12244,3.65,99.20200000000001,  Lib
66881,5.0,0.002678345,-23.36241,4.4,85.462,  Oph
66882,5.0,0.0027061109999999998,-24.342029999999998,4.61,78.032,  Sgr
66883,5.0,0.002726531,-24.2428,4.81,69.717,  Sgr
66884,5.0,0.002738118,-23.10179,5.01,60.803999999999995,  Cap
66886,5.0,0.002731772,-17.53324,5.41,42.221000000000004,  Cap
66887,5.0,0.002713966,-14.05313,5.62,33.058,  Aqr
66888,5.0,0.002687609,-9.412,5.85,24.35,  Aqr
66889,5.0,0.002654398,-4.49121,6.08,16.416,  Psc
66891,5.0,0.002576675,5.39248,6.4,4.377,  Psc
66895,5.0,0.002448273,22.26299,6.39,5.8870000000000005,  Tau
66896,5.0,0.002433124,23.50403,6.21,12.589,  Gem
66897,5.0,0.002426011,23.37012,5.94,21.419,  Gem
66899,5.0,0.002433384,18.30345,5.39,43.20399999999999,  Leo
66900,5.0,0.002445969,14.08104,5.14,54.826,  Leo
66902,5.0,0.002484435,3.2656099999999997,4.67,76.278,  Vir
66905,5.0,0.002565924,-12.461030000000001,3.91,96.774,  Lib
66906,5.0,0.0025969129999999997,-17.101,3.62,99.42299999999999,  Lib
66908,5.0,0.00265855,-23.121920000000003,3.77,98.346,  Oph
66909,5.0,0.00268626,-24.34406,4.03,94.927,  Sgr
66910,5.0,0.002709671,-24.47231,4.26,89.885,  Sgr
66915,6.0,0.002712676,-11.21462,5.27,49.023999999999994,  Aqr
66917,6.0,0.002651595,-1.4039,5.71,30.021,  Cet
66920,6.0,0.002523755,13.39161,6.39,6.7010000000000005,  Ari
66921,6.0,0.002482932,18.00078,6.31,2.18,  Tau
66922,6.0,0.00244831,21.22469,4.37,0.102,  Tau
66923,6.0,0.002422479,23.2407,5.89,0.805,  Gem
66924,6.0,0.002407099,23.46584,6.41,4.398,  Gem
66925,6.0,0.002402683,22.261429999999997,6.28,10.71,  Cnc
66926,6.0,0.002408617,19.30509,6.01,19.303,  Cnc
66927,6.0,0.0024234020000000003,15.201020000000002,5.72,29.553,  Leo
66928,6.0,0.002445043,10.17473,5.46,40.749,  Leo
66929,6.0,0.0024714389999999998,4.46339,5.21,52.19,  Vir
66930,6.0,0.002500699,-0.5332100000000001,4.97,63.251000000000005,  Vir
66931,6.0,0.002531306,-6.25352,4.75,73.411,  Vir
66932,6.0,0.0025621479999999998,-11.34578,4.52,82.258,  Lib
66934,6.0,0.002621611,-19.54342,4.03,94.906,  Sco
66939,6.0,0.0027281540000000004,-22.434179999999998,4.11,93.38,  Cap
66940,6.0,0.002735307,-20.07432,4.34,87.96700000000001,  Cap
66944,7.0,0.0026855309999999997,-3.21307,5.15,55.17,  Cet
66945,7.0,0.002652501,1.41559,5.36,45.301,  Cet
66947,7.0,0.0025688079999999997,11.441089999999999,5.83,25.638,  Ari
66949,7.0,0.002479038,19.59525,6.33,9.158999999999999,  Tau
66951,7.0,0.002410312,23.404529999999998,5.57,0.473,  Gem
66953,7.0,0.002385618,20.38039,6.39,3.234,  Cnc
66954,7.0,0.002392288,16.4625,6.33,9.003,  Leo
66955,7.0,0.002410205,11.50405,6.08,17.14,  Leo
66956,7.0,0.002436961,6.17178,5.79,26.974,  Vir
66957,7.0,0.002469675,0.30109,5.53,37.777,  Vir
66958,7.0,0.0025054870000000003,-5.10573,5.28,48.871,  Vir
66960,7.0,0.002577073,-15.143479999999998,4.83,69.737,  Lib
66961,7.0,0.0026096360000000002,-19.12456,4.61,78.693,  Lib
66962,7.0,0.0026388270000000003,-22.15079,4.39,86.27799999999999,  Oph
66965,7.0,0.002703053,-24.4602,3.67,99.155,  Sgr
66966,7.0,0.002716132,-23.21259,3.51,99.883,  Cap
66968,7.0,0.0027280240000000003,-17.4321,3.96,96.025,  Aqr
66969,7.0,0.002725782,-13.48444,4.19,91.59899999999999,  Aqr
66970,7.0,0.002717273,-9.23317,4.41,85.67,  Aqr
66971,7.0,0.0027019809999999996,-4.37044,4.62,78.395,  Psc
66972,7.0,0.0026796309999999996,0.21341,4.82,69.958,  Cet
66976,8.0,0.002531452,18.44564,5.72,29.802,  Tau
66979,8.0,0.002416637,23.2632,6.41,5.126,  Gem
66980,8.0,0.002394406,21.45425,6.07,1.139,  Cnc
66981,8.0,0.0023846279999999997,18.265079999999998,4.54,0.124,  Leo
66982,8.0,0.00238818,13.490739999999999,6.31,2.213,  Leo
66984,8.0,0.002431164,2.23408,6.15,14.58,  Vir
66986,8.0,0.002504195,-9.09296,5.61,33.88,  Vir
66988,8.0,0.002582058,-18.27597,5.14,54.963,  Lib
66989,8.0,0.0026166139999999997,-21.47289,4.93,64.928,  Oph
66992,8.0,0.0026890409999999997,-25.075770000000002,4.3,88.758,  Sgr
66993,8.0,0.002702103,-23.57549,4.07,93.98,  Cap
66995,8.0,0.0027132059999999997,-18.40363,3.61,99.48700000000001,  Cap
66996,8.0,0.0027118890000000003,-14.51164,3.58,99.611,  Aqr
66999,8.0,0.002681418,-0.41505,4.27,89.37799999999999,  Cet
67001,8.0,0.002637675,9.17042,4.7,74.566,  Cet
67003,8.0,0.002575881,17.54526,5.13,55.07899999999999,  Tau
67004,9.0,0.002540283,21.05545,5.36,44.353,  Tau
67005,9.0,0.002503865,23.07505,5.61,33.562,  Tau
67007,9.0,0.0024390379999999997,22.42215,6.15,14.152000000000001,  Gem
67012,9.0,0.002437775,-1.1522,6.39,5.178999999999999,  Vir
67013,9.0,0.002468939,-7.12268,6.23,11.499,  Vir
67015,9.0,0.0025446460000000002,-17.21572,5.72,28.943,  Lib
67018,9.0,0.0026467659999999996,-25.14167,5.05,58.846000000000004,  Sgr
67019,9.0,0.002669633,-25.30434,4.84,68.161,  Sgr
67020,9.0,0.002685564,-24.372329999999998,4.64,76.667,  Sgr
67021,9.0,0.002694674,-22.39388,4.44,84.135,  Cap
67022,9.0,0.0026975090000000003,-19.451220000000003,4.22,90.35600000000001,  Cap
67023,9.0,0.00269489,-16.03115,3.99,95.134,  Aqr
67026,9.0,0.002663349,-1.52015,3.64,99.211,  Cet
67027,9.0,0.00264737,3.18123,3.88,96.809,  Psc
67031,9.0,0.002564189,20.44021,4.81,69.348,  Tau
67032,9.0,0.002539449,23.01426,5.03,59.05,  Tau
67036,10.0,0.0024511,17.45275,6.06,16.701,  Leo
67037,10.0,0.0024408,13.00587,6.3,8.859,  Leo
67038,10.0,0.0024389570000000003,7.254510000000001,6.36,3.322,  Leo
67039,10.0,0.002446506,1.23088,5.53,0.47200000000000003,  Vir
67040,10.0,0.002463341,-4.43099,5.48,0.43799999999999994,  Vir
67041,10.0,0.0024882579999999997,-10.310089999999999,6.35,3.092,  Vir
67044,10.0,0.002587561,-23.073339999999998,5.86,23.203000000000003,  Oph
67045,10.0,0.002619446,-25.050639999999998,5.62,32.326,  Sgr
67046,10.0,0.002646545,-25.47115,5.39,41.908,  Sgr
67048,10.0,0.0026803390000000003,-23.36251,4.98,61.068000000000005,  Cap
67052,10.0,0.002661556,-8.31493,4.15,91.67,  Aqr
67056,10.0,0.002584611,12.060319999999999,3.71,98.545,  Ari
67058,10.0,0.0025494429999999998,20.18085,4.23,89.55,  Tau
67059,10.0,0.002534486,22.545,4.47,82.06700000000001,  Tau
67060,10.0,0.00252118,24.11071,4.71,72.94800000000001,  Gem
67062,10.0,0.0024991510000000002,22.12322,5.17,51.483999999999995,  Cnc
67063,10.0,0.0024908,19.0307,5.42,40.189,  Leo
67067,11.0,0.002492814,-2.1721,6.36,5.024,  Vir
67068,11.0,0.002506397,-8.10176,6.06,1.258,  Vir
67071,11.0,0.002576226,-22.00291,6.36,4.8069999999999995,  Oph
67072,11.0,0.002603931,-24.31235,6.24,10.238999999999999,  Oph
67074,11.0,0.0026528000000000003,-25.41518,5.78,25.304000000000002,  Sgr
67076,11.0,0.0026796840000000003,-22.06135,5.34,43.523,  Cap
67078,11.0,0.002675655,-14.533629999999999,4.93,62.413999999999994,  Aqr
67080,11.0,0.002642174,-5.211180000000001,4.53,79.752,  Psc
67084,11.0,0.002537772,15.17215,3.52,99.669,  Ari
67086,11.0,0.002499778,22.28506,3.82,97.19,  Tau
67089,11.0,0.002484075,22.55321,4.61,76.274,  Cnc
67090,11.0,0.00248808,20.01247,4.85,65.96,  Cnc
67094,11.0,0.00252704,-0.28465999999999997,5.85,22.638,  Vir
67095,12.0,0.0025407620000000002,-6.16131,6.11,14.093,  Vir
67096,12.0,0.002556271,-11.44373,6.31,7.371,  Lib
67098,12.0,0.002592866,-20.3929,5.31,0.35600000000000004,  Sco
67100,12.0,0.00263373,-25.20585,6.24,2.178,  Sgr
67101,12.0,0.002653022,-25.47126,6.33,6.066,  Sgr
67103,12.0,0.0026814340000000003,-23.002,5.97,18.502,  Cap
67105,12.0,0.002686161,-16.21085,5.52,35.24,  Aqr
67108,12.0,0.002635899,-2.0548900000000003,4.9,63.665,  Cet
67110,12.0,0.0025718060000000003,8.26229,4.47,81.454,  Cet
67111,12.0,0.0025365789999999997,13.27193,4.23,88.899,  Ari
67112,12.0,0.002503031,17.561,3.97,94.772,  Tau
67113,12.0,0.002474098,21.31467,3.68,98.605,  Tau
67118,12.0,0.0024564689999999998,17.070729999999998,4.52,79.567,  Leo
67119,12.0,0.002476374,12.1029,4.77,69.482,  Leo
67120,12.0,0.002499978,6.37292,5.0,58.542,  Vir
67125,12.0,0.002618656,-19.32,6.21,10.55,  Lib
67128,1.0,0.002670862,-25.37265,4.47,0.124,  Sgr
67129,1.0,0.002684094,-25.11484,5.64,0.586,  Sgr
67130,1.0,0.002694335,-23.35377,6.3,2.917,  Cap
67131,1.0,0.002700667,-20.57399,6.31,6.965,  Cap
67132,1.0,0.0027020440000000002,-17.28479,6.15,12.54,  Aqr
67133,1.0,0.002697437,-13.20113,5.93,19.435,  Aqr
67135,1.0,0.0026672740000000003,-3.4415199999999997,5.49,36.296,  Psc
67137,1.0,0.002608745,6.35502,5.06,55.662,  Psc
67140,1.0,0.002490132,20.1427,4.4,83.883,  Tau
67142,1.0,0.002422928,24.38327,3.85,96.647,  Gem
67144,1.0,0.002394486,22.244320000000002,3.53,99.573,  Cnc
67149,1.0,0.0025120470000000003,-3.4117800000000003,4.91,62.852,  Vir
67150,1.0,0.002549871,-9.20485,5.14,51.978,  Vir
67151,1.0,0.0025860839999999998,-14.26211,5.38,41.325,  Lib
67152,1.0,0.002618971,-18.45277,5.61,31.331999999999997,  Lib
67153,1.0,0.0026475059999999996,-22.07261,5.85,22.351999999999997,  Oph
67154,1.0,0.002671246,-24.23345,6.08,14.659,  Oph
67158,2.0,0.0027198709999999996,-21.37395,4.71,0.16399999999999998,  Cap
67159,2.0,0.0027211329999999997,-18.212429999999998,5.93,0.987,  Cap
67161,2.0,0.002709475,-9.5125,6.3,7.782,  Aqr
67162,2.0,0.00269561,-4.58436,6.12,13.529000000000002,  Psc
67163,2.0,0.002675764,0.060989999999999996,5.9,20.641,  Cet
67165,2.0,0.002617625,10.14344,5.45,38.192,  Cet
67167,2.0,0.002539087,19.04449,5.01,58.515,  Tau
67168,2.0,0.00249634,22.21349,4.79,68.84899999999999,  Tau
67169,2.0,0.002454991,24.26093,4.55,78.646,  Tau
67170,2.0,0.002418533,24.58374,4.3,87.286,  Gem
67172,2.0,0.0023742579999999998,20.48313,3.71,98.431,  Cnc
67173,2.0,0.002371671,16.20129,3.47,99.84200000000001,  Leo
67177,2.0,0.0024857,-7.47595,4.58,77.729,  Vir
67178,2.0,0.002531233,-13.173379999999998,4.82,67.79899999999999,  Lib
67179,2.0,0.002576509,-17.57527,5.04,57.38,  Lib
67180,2.0,0.002618652,-21.37442,5.26,46.988,  Oph
67181,2.0,0.00265558,-24.091079999999998,5.48,37.037,  Oph
67182,2.0,0.0026860020000000003,-25.273870000000002,5.71,27.848000000000003,  Sgr
67186,3.0,0.002738199,-19.10529,6.33,3.187,  Cap
67187,3.0,0.002735777,-15.20214,5.86,0.8420000000000001,  Aqr
67188,3.0,0.00272823,-10.55065,4.99,0.22899999999999998,  Aqr
67189,3.0,0.0027159140000000003,-6.05225,6.1,1.3840000000000001,  Aqr
67190,3.0,0.002699004,-1.01064,6.36,4.2989999999999995,  Cet
67191,3.0,0.002677536,4.07485,6.28,8.921,  Psc
67193,3.0,0.002620981,13.571829999999999,5.86,22.848000000000003,  Ari
67194,3.0,0.002586331,18.13186,5.62,31.811999999999998,  Tau
67195,3.0,0.0025483479999999998,21.43326,5.38,41.788999999999994,  Tau
67200,3.0,0.002379389,18.45061,4.16,91.43,  Leo
67204,3.0,0.002423147,-5.2259400000000005,3.93,95.87799999999999,  Vir
67206,3.0,0.002509929,-16.3826,4.47,82.212,  Lib
67208,3.0,0.002605686,-23.48547,4.93,63.321000000000005,  Oph
67209,3.0,0.002648449,-25.293429999999997,5.14,53.301,  Sgr
67210,3.0,0.002684603,-25.51555,5.36,43.452,  Sgr
67211,3.0,0.002712757,-25.00143,5.57,34.088,  Sgr
67212,3.0,0.002732272,-23.02054,5.79,25.462,  Cap
67213,3.0,0.002743143,-20.06566,6.02,17.794,  Cap
67215,3.0,0.002741225,-12.06022,6.36,6.117000000000001,  Aqr
67219,4.0,0.0026689870000000003,8.03284,6.25,1.9769999999999999,  Psc
67221,4.0,0.002611986,17.240879999999997,6.24,10.982000000000001,  Tau
67222,4.0,0.002580166,21.07412,6.01,18.153,  Tau
67223,4.0,0.002546811,23.51448,5.76,26.874000000000002,  Tau
67224,4.0,0.002512715,25.19578,5.51,36.867,  Gem
67226,4.0,0.002447603,23.42066,5.03,59.052,  Cnc
67227,4.0,0.002420451,20.31203,4.79,70.161,  Cnc
67230,4.0,0.0023889239999999997,4.02312,3.97,95.436,  Vir
67231,4.0,0.002401034,-2.3021,3.66,99.103,  Vir
67232,4.0,0.002424987,-8.52,3.5,99.835,  Vir
67233,4.0,0.002459189,-14.38004,3.81,97.723,  Lib
67234,4.0,0.0025009579999999997,-19.27221,4.1,93.11,  Lib
67235,4.0,0.0025469439999999998,-23.04084,4.36,86.492,  Oph
67236,4.0,0.002593601,-25.18465,4.6,78.415,  Oph
67238,4.0,0.002676168,-25.380470000000003,5.02,59.886,  Sgr
67241,4.0,0.0027417979999999997,-17.39109,5.65,31.796,  Aqr
67243,4.0,0.0027390559999999997,-8.472010000000001,6.09,16.054000000000002,  Aqr
67244,4.0,0.002725456,-3.4702599999999997,6.29,9.777999999999999,  Psc
67246,4.0,0.002680502,6.36246,6.19,1.585,  Psc
67248,5.0,0.002621987,16.17045,5.74,0.633,  Ari
67249,5.0,0.002591034,20.162860000000002,6.37,3.2489999999999997,  Tau
67250,5.0,0.0025603279999999997,23.1928,6.34,7.979,  Tau
67251,5.0,0.002530628,25.09007,6.13,14.731,  Tau
67252,5.0,0.0025025679999999997,25.31236,5.88,23.296999999999997,  Gem
67254,5.0,0.0024540720000000003,21.35378,5.36,44.428999999999995,  Cnc
67258,5.0,0.002417098,-0.013090000000000001,4.36,86.976,  Vir
67259,5.0,0.0024275670000000003,-6.24148,4.08,93.89200000000001,  Vir
67261,5.0,0.002475474,-17.41105,3.45,99.975,  Lib
67263,5.0,0.002550672,-24.453960000000002,3.98,95.656,  Oph
67264,5.0,0.002592536,-26.11024,4.24,90.28399999999999,  Sgr
67268,5.0,0.0027235790000000003,-18.590239999999998,5.1,57.105,  Cap
67271,5.0,0.002733643,-5.26403,5.72,29.561,  Psc
